2.954849041998386383e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.076791763305664062e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.195902798324823380e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.312248038128018379e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.425891743972897530e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.536896547302603722e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.645323682576417923e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.751232987269759178e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.854682901874184608e-03;1.000000047497451305e-03;1.333333348156884313e-04
3.955730702728033066e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.054432269185781479e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.150841850787401199e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.245012532919645309e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.336996935307979584e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.426844883710145950e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.514606669545173645e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.600330721586942673e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.684064071625471115e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.765852820128202438e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.845742601901292801e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.923777189105749130e-03;1.000000047497451305e-03;1.333333348156884313e-04
4.999999888241291046e-03;1.000000047497451305e-03;1.333333348156884313e-04
0.000000000000000000e+00;0.000000000000000000e+00;1.666666648816317320e-04
1.905566168716177344e-04;0.000000000000000000e+00;1.666666648816317320e-04
3.766883746720850468e-04;0.000000000000000000e+00;1.666666648816317320e-04
5.584979662671685219e-04;0.000000000000000000e+00;1.666666648816317320e-04
7.360858144238591194e-04;0.000000000000000000e+00;1.666666648816317320e-04
9.095499408431351185e-04;0.000000000000000000e+00;1.666666648816317320e-04
1.078986097127199173e-03;0.000000000000000000e+00;1.666666648816317320e-04
1.244487822987139225e-03;0.000000000000000000e+00;1.666666648816317320e-04
1.406146446242928505e-03;0.000000000000000000e+00;1.666666648816317320e-04
1.564051257446408272e-03;0.000000000000000000e+00;1.666666648816317320e-04
1.718289335258305073e-03;0.000000000000000000e+00;1.666666648816317320e-04
1.868946012109518051e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.016104292124509811e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.159845316782593727e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.300248714163899422e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.437391551211476326e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.571350196376442909e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.702197991311550140e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.830007346346974373e-03;0.000000000000000000e+00;1.666666648816317320e-04
2.954849041998386383e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.076791763305664062e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.195902798324823380e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.312248038128018379e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.425891743972897530e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.536896547302603722e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.645323682576417923e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.751232987269759178e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.854682901874184608e-03;0.000000000000000000e+00;1.666666648816317320e-04
3.955730702728033066e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.054432269185781479e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.150841850787401199e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.245012532919645309e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.336996935307979584e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.426844883710145950e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.514606669545173645e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.600330721586942673e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.684064071625471115e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.765852820128202438e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.845742601901292801e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.923777189105749130e-03;0.000000000000000000e+00;1.666666648816317320e-04
4.999999888241291046e-03;0.000000000000000000e+00;1.666666648816317320e-04
0.000000000000000000e+00;1.000000047497451305e-03;1.666666648816317320e-04
1.905566168716177344e-04;1.000000047497451305e-03;1.666666648816317320e-04
3.766883746720850468e-04;1.000000047497451305e-03;1.666666648816317320e-04
5.584979662671685219e-04;1.000000047497451305e-03;1.666666648816317320e-04
7.360858144238591194e-04;1.000000047497451305e-03;1.666666648816317320e-04
9.095499408431351185e-04;1.000000047497451305e-03;1.666666648816317320e-04
1.078986097127199173e-03;1.000000047497451305e-03;1.666666648816317320e-04
1.244487822987139225e-03;1.000000047497451305e-03;1.666666648816317320e-04
1.406146446242928505e-03;1.000000047497451305e-03;1.666666648816317320e-04
1.564051257446408272e-03;1.000000047497451305e-03;1.666666648816317320e-04
1.718289335258305073e-03;1.000000047497451305e-03;1.666666648816317320e-04
1.868946012109518051e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.016104292124509811e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.159845316782593727e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.300248714163899422e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.437391551211476326e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.571350196376442909e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.702197991311550140e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.830007346346974373e-03;1.000000047497451305e-03;1.666666648816317320e-04
2.954849041998386383e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.076791763305664062e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.195902798324823380e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.312248038128018379e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.425891743972897530e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.536896547302603722e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.645323682576417923e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.751232987269759178e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.854682901874184608e-03;1.000000047497451305e-03;1.666666648816317320e-04
3.955730702728033066e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.054432269185781479e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.150841850787401199e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.245012532919645309e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.336996935307979584e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.426844883710145950e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.514606669545173645e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.600330721586942673e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.684064071625471115e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.765852820128202438e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.845742601901292801e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.923777189105749130e-03;1.000000047497451305e-03;1.666666648816317320e-04
4.999999888241291046e-03;1.000000047497451305e-03;1.666666648816317320e-04
0.000000000000000000e+00;0.000000000000000000e+00;1.999999949475750327e-04
1.905566168716177344e-04;0.000000000000000000e+00;1.999999949475750327e-04
3.766883746720850468e-04;0.000000000000000000e+00;1.999999949475750327e-04
5.584979662671685219e-04;0.000000000000000000e+00;1.999999949475750327e-04
7.360858144238591194e-04;0.000000000000000000e+00;1.999999949475750327e-04
9.095499408431351185e-04;0.000000000000000000e+00;1.999999949475750327e-04
1.078986097127199173e-03;0.000000000000000000e+00;1.999999949475750327e-04
1.244487822987139225e-03;0.000000000000000000e+00;1.999999949475750327e-04
1.406146446242928505e-03;0.000000000000000000e+00;1.999999949475750327e-04
1.564051257446408272e-03;0.000000000000000000e+00;1.999999949475750327e-04
1.718289335258305073e-03;0.000000000000000000e+00;1.999999949475750327e-04
1.868946012109518051e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.016104292124509811e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.159845316782593727e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.300248714163899422e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.437391551211476326e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.571350196376442909e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.702197991311550140e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.830007346346974373e-03;0.000000000000000000e+00;1.999999949475750327e-04
2.954849041998386383e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.076791763305664062e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.195902798324823380e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.312248038128018379e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.425891743972897530e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.536896547302603722e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.645323682576417923e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.751232987269759178e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.854682901874184608e-03;0.000000000000000000e+00;1.999999949475750327e-04
3.955730702728033066e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.054432269185781479e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.150841850787401199e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.245012532919645309e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.336996935307979584e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.426844883710145950e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.514606669545173645e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.600330721586942673e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.684064071625471115e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.765852820128202438e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.845742601901292801e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.923777189105749130e-03;0.000000000000000000e+00;1.999999949475750327e-04
4.999999888241291046e-03;0.000000000000000000e+00;1.999999949475750327e-04
0.000000000000000000e+00;1.000000047497451305e-03;1.999999949475750327e-04
1.905566168716177344e-04;1.000000047497451305e-03;1.999999949475750327e-04
3.766883746720850468e-04;1.000000047497451305e-03;1.999999949475750327e-04
5.584979662671685219e-04;1.000000047497451305e-03;1.999999949475750327e-04
7.360858144238591194e-04;1.000000047497451305e-03;1.999999949475750327e-04
9.095499408431351185e-04;1.000000047497451305e-03;1.999999949475750327e-04
1.078986097127199173e-03;1.000000047497451305e-03;1.999999949475750327e-04
1.244487822987139225e-03;1.000000047497451305e-03;1.999999949475750327e-04
1.406146446242928505e-03;1.000000047497451305e-03;1.999999949475750327e-04
1.564051257446408272e-03;1.000000047497451305e-03;1.999999949475750327e-04
1.718289335258305073e-03;1.000000047497451305e-03;1.999999949475750327e-04
1.868946012109518051e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.016104292124509811e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.159845316782593727e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.300248714163899422e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.437391551211476326e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.571350196376442909e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.702197991311550140e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.830007346346974373e-03;1.000000047497451305e-03;1.999999949475750327e-04
2.954849041998386383e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.076791763305664062e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.195902798324823380e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.312248038128018379e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.425891743972897530e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.536896547302603722e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.645323682576417923e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.751232987269759178e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.854682901874184608e-03;1.000000047497451305e-03;1.999999949475750327e-04
3.955730702728033066e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.054432269185781479e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.150841850787401199e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.245012532919645309e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.336996935307979584e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.426844883710145950e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.514606669545173645e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.600330721586942673e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.684064071625471115e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.765852820128202438e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.845742601901292801e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.923777189105749130e-03;1.000000047497451305e-03;1.999999949475750327e-04
4.999999888241291046e-03;1.000000047497451305e-03;1.999999949475750327e-04
0.000000000000000000e+00;0.000000000000000000e+00;2.333333395654335618e-04
1.905566168716177344e-04;0.000000000000000000e+00;2.333333395654335618e-04
3.766883746720850468e-04;0.000000000000000000e+00;2.333333395654335618e-04
5.584979662671685219e-04;0.000000000000000000e+00;2.333333395654335618e-04
7.360858144238591194e-04;0.000000000000000000e+00;2.333333395654335618e-04
9.095499408431351185e-04;0.000000000000000000e+00;2.333333395654335618e-04
1.078986097127199173e-03;0.000000000000000000e+00;2.333333395654335618e-04
1.244487822987139225e-03;0.000000000000000000e+00;2.333333395654335618e-04
1.406146446242928505e-03;0.000000000000000000e+00;2.333333395654335618e-04
1.564051257446408272e-03;0.000000000000000000e+00;2.333333395654335618e-04
1.718289335258305073e-03;0.000000000000000000e+00;2.333333395654335618e-04
1.868946012109518051e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.016104292124509811e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.159845316782593727e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.300248714163899422e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.437391551211476326e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.571350196376442909e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.702197991311550140e-03;0.000000000000000000e+00;2.333333395654335618e-04
2.830007346346974373e-03;0.000000000000000000e+00;2.333333395654335618e-04
